area_type,location,bath,price,bhk,area,price_per_sqft
Super built-up  Area,Devi Nagar,2.0,61.0,2,1100.0,5545.454545454545
Built-up  Area,Devi Nagar,2.0,45.0,2,1200.0,3750.0
Super built-up  Area,Devi Nagar,3.0,105.0,3,2000.0,5250.0
Built-up  Area,Devi Nagar,3.0,68.0,3,1410.0,4822.695035460993
Carpet  Area,Dinnur,2.0,65.0,2,1100.0,5909.090909090909
Super built-up  Area,Divya Unnathi Layout,2.0,64.44,3,1611.0,4000.0
Super built-up  Area,Divya Unnathi Layout,2.0,64.4,3,1610.0,4000.0000000000005
Super built-up  Area,Divya Unnathi Layout,2.0,53.56,2,1339.0,4000.0
Super built-up  Area,Doctors Layout,2.0,62.0,2,1520.0,4078.9473684210525
Super built-up  Area,Doctors Layout,2.0,44.0,2,1125.0,3911.1111111111113
Built-up  Area,Doctors Layout,2.0,42.0,2,1000.0,4200.0
Super built-up  Area,Doctors Layout,2.0,47.0,2,1225.0,3836.734693877551
Super built-up  Area,Doctors Layout,2.0,46.8,3,1215.0,3851.8518518518517
Super built-up  Area,Dodda Banaswadi,3.0,56.0,3,1500.0,3733.3333333333335
Built-up  Area,Dodda Banaswadi,2.0,60.0,3,1300.0,4615.384615384615
Super built-up  Area,Dodda Kempaiah Layout,3.0,75.0,3,1600.0,4687.5
Super built-up  Area,Dodda Kempaiah Layout,2.0,45.0,2,1015.0,4433.4975369458125
Built-up  Area,Dodda Nekkundi,2.0,55.0,2,1260.0,4365.079365079365
Super built-up  Area,Dodda Nekkundi,2.0,28.0,2,850.0,3294.1176470588234
Super built-up  Area,Dodda Nekkundi,2.0,60.0,2,1390.0,4316.546762589928
Super built-up  Area,Dodda Nekkundi,3.0,121.0,3,1804.0,6707.317073170731
Super built-up  Area,Dodda Nekkundi,2.0,50.0,2,1080.0,4629.62962962963
Super built-up  Area,Dodda Nekkundi,3.0,132.0,3,1999.0,6603.301650825412
Super built-up  Area,Dodda Nekkundi,2.0,48.0,2,1100.0,4363.636363636364
Super built-up  Area,Dodda Nekkundi,3.0,135.0,3,1999.0,6753.376688344172
Super built-up  Area,Dodda Nekkundi,2.0,41.15,2,1100.0,3740.909090909091
Super built-up  Area,Dodda Nekkundi,2.0,71.0,3,1252.0,5670.926517571885
Super built-up  Area,Dodda Nekkundi,2.0,46.0,2,1155.0,3982.683982683983
Super built-up  Area,Dodda Nekkundi,2.0,45.0,2,1128.0,3989.3617021276596
Super built-up  Area,Dodda Nekkundi,2.0,56.0,2,1148.0,4878.048780487805
Super built-up  Area,Dodda Nekkundi,3.0,57.2,3,1435.0,3986.062717770035
Built-up  Area,Dodda Nekkundi,2.0,46.5,2,1145.0,4061.1353711790393
Super built-up  Area,Dodda Nekkundi,3.0,125.0,3,1829.0,6834.3357025697105
Super built-up  Area,Dodda Nekkundi,2.0,41.16,2,1100.0,3741.8181818181815
Super built-up  Area,Dodda Nekkundi,2.0,46.75,2,1100.0,4250.0
Super built-up  Area,Dodda Nekkundi,2.0,50.0,2,1315.0,3802.2813688212927
Super built-up  Area,Dodda Nekkundi,2.0,58.0,2,1135.0,5110.132158590309
Super built-up  Area,Dodda Nekkundi,2.0,41.18,2,1100.0,3743.6363636363635
Built-up  Area,Dodda Nekkundi,2.0,60.0,2,1370.0,4379.56204379562
Super built-up  Area,Dodda Nekkundi,2.0,71.0,2,1200.0,5916.666666666667
Super built-up  Area,Dodda Nekkundi,2.0,79.0,3,1585.0,4984.22712933754
Built-up  Area,Dodda Nekkundi,2.0,45.0,2,1005.0,4477.611940298508
Super built-up  Area,Dodda Nekkundi,2.0,52.0,2,1264.0,4113.9240506329115
Super built-up  Area,Dodda Nekkundi Extension,2.0,60.0,2,1148.0,5226.480836236934
Super built-up  Area,Dodda Nekkundi Extension,2.0,73.0,2,1188.0,6144.781144781145
Super built-up  Area,Dodda Nekkundi Extension,2.0,69.0,2,1148.0,6010.452961672474
Super built-up  Area,Dodda Nekkundi Extension,3.0,115.0,3,1864.0,6169.527896995708
Super built-up  Area,Dodda Nekkundi Extension,2.0,87.0,3,1458.0,5967.078189300411
Super built-up  Area,Doddaballapur,3.0,80.0,4,1690.0,4733.7278106508875
Plot  Area,Doddaballapur,4.0,325.0,4,4200.0,7738.0952380952385
Plot  Area,Doddaballapur,3.0,300.0,3,3876.0,7739.938080495356
Plot  Area,Doddaballapur,4.0,195.0,3,2776.0,7024.495677233429
Plot  Area,Doddaballapur,3.0,142.0,3,2440.0,5819.672131147541
Plot  Area,Doddaballapur,3.0,200.0,4,2400.0,8333.333333333334
Super built-up  Area,Doddaballapur,1.0,49.0,1,654.0,7492.354740061162
Plot  Area,Doddaballapur,5.0,270.0,4,3206.0,8421.70929507174
Super built-up  Area,Doddabanahalli,2.0,37.0,2,830.0,4457.831325301205
Super built-up  Area,Doddabanahalli,2.0,30.0,2,800.0,3750.0
Super built-up  Area,Doddabanahalli,3.0,45.33,3,1290.0,3513.953488372093
Plot  Area,Doddabidrakallu,3.0,74.0,3,1200.0,6166.666666666667
Super built-up  Area,Doddabommasandra,2.0,70.0,3,1550.0,4516.129032258064
Carpet  Area,Doddabommasandra,5.0,145.0,8,3150.0,4603.174603174603
Super built-up  Area,Doddabommasandra,2.0,32.0,2,1300.0,2461.5384615384614
Plot  Area,Doddagubbi,4.0,70.0,3,1125.0,6222.222222222223
Super built-up  Area,Doddagubbi,1.0,27.0,1,747.0,3614.4578313253014
Super built-up  Area,Doddakallasandra,2.0,40.39,2,1010.0,3999.009900990099
Super built-up  Area,Doddakallasandra,2.0,54.39,3,1360.0,3999.264705882353
Super built-up  Area,Doddakallasandra,2.0,58.39,3,1460.0,3999.3150684931506
Super built-up  Area,Doddakallasandra,2.0,54.4,3,1360.0,4000.0
Super built-up  Area,Doddakallasandra,2.0,56.99,3,1425.0,3999.2982456140353
Super built-up  Area,Doddakallasandra,2.0,40.39,2,1010.0,3999.009900990099
Super built-up  Area,Doddakallasandra,2.0,42.87,2,1072.0,3999.0671641791046
Super built-up  Area,Doddakallasandra,2.0,40.4,2,1010.0,4000.0
Super built-up  Area,Doddakallasandra,2.0,41.0,2,1010.0,4059.4059405940593
Super built-up  Area,Doddakallasandra,2.0,42.87,2,1072.0,3999.0671641791046
Built-up  Area,Doddakammanahalli,2.0,60.0,3,1550.0,3870.967741935484
Super built-up  Area,Doddakammanahalli,2.0,56.0,2,1180.0,4745.762711864407
Super built-up  Area,Doddakammanahalli,2.0,62.0,3,1409.0,4400.28388928318
Super built-up  Area,Doddakammanahalli,2.0,48.5,3,1119.0,4334.226988382485
Built-up  Area,Doddakammanahalli,2.0,55.0,2,1160.0,4741.379310344828
Super built-up  Area,Doddakannelli,3.0,70.0,3,1475.0,4745.762711864407
Built-up  Area,Doddakannelli,2.0,48.0,2,1025.0,4682.926829268293
Super built-up  Area,Doddanakundi Industrial Area 2,1.0,65.01,2,1512.0,4299.603174603175
Built-up  Area,Doddanakundi Industrial Area 2,3.0,95.0,3,1768.0,5373.303167420814
Super built-up  Area,Doddanakundi Industrial Area 2,2.0,49.0,2,1092.0,4487.179487179487
Super built-up  Area,Doddanekundi,3.0,176.0,3,1760.0,10000.0
Super built-up  Area,Doddanekundi,2.0,40.0,2,1280.0,3125.0
Super built-up  Area,Doddanekundi,4.0,154.0,3,2045.0,7530.562347188264
Built-up  Area,Doddanekundi,2.0,59.0,2,1148.0,5139.3728222996515
Super built-up  Area,Doddanekundi,2.0,48.4,2,1128.0,4290.780141843971
Super built-up  Area,Doddathoguru,2.0,33.0,2,970.0,3402.061855670103
Built-up  Area,Doddathoguru,2.0,32.0,2,1050.0,3047.6190476190477
Super built-up  Area,Doddathoguru,2.0,25.0,2,850.0,2941.176470588235
Super built-up  Area,Doddathoguru,2.0,42.0,2,1030.0,4077.669902912621
Super built-up  Area,Doddathoguru,3.0,65.0,3,1549.0,4196.255648805681
Built-up  Area,Doddathoguru,3.0,55.0,3,1875.0,2933.3333333333335
Super built-up  Area,Doddathoguru,1.0,17.0,1,550.0,3090.909090909091
Super built-up  Area,Doddathoguru,2.0,33.5,2,1015.0,3300.4926108374384
Super built-up  Area,Doddathoguru,2.0,39.0,2,1104.0,3532.608695652174
Super built-up  Area,Doddathoguru,2.0,32.0,2,915.0,3497.2677595628415
Super built-up  Area,Doddathoguru,1.0,25.5,1,750.0,3400.0
Super built-up  Area,Doddathoguru,3.0,62.0,3,1595.0,3887.1473354231975
Super built-up  Area,Doddathoguru,2.0,32.0,2,855.0,3742.690058479532
Super built-up  Area,Doddathoguru,2.0,50.0,2,1105.0,4524.886877828054
Built-up  Area,Doddathoguru,2.0,30.0,2,925.0,3243.2432432432433
Super built-up  Area,Doddathoguru,2.0,42.0,3,1300.0,3230.769230769231
Built-up  Area,Doddathoguru,3.0,45.0,3,1208.0,3725.1655629139073
Built-up  Area,Doddathoguru,2.0,50.0,2,1100.0,4545.454545454545
Super built-up  Area,Doddathoguru,2.0,32.9,2,940.0,3500.0
Super built-up  Area,Doddathoguru,3.0,65.0,3,1382.0,4703.328509406657
Built-up  Area,Doddathoguru,2.0,44.0,2,1107.0,3974.706413730804
Built-up  Area,Doddathoguru,2.0,40.0,2,907.0,4410.143329658214
Super built-up  Area,Doddathoguru,3.0,85.0,3,1783.0,4767.246214245653
Super built-up  Area,Doddathoguru,1.0,17.0,1,550.0,3090.909090909091
Plot  Area,Dodsworth Layout,4.0,2100.0,4,30000.0,7000.0
Super built-up  Area,Dodsworth Layout,2.0,80.0,2,1400.0,5714.285714285715
Super built-up  Area,Dodsworth Layout,3.0,99.0,3,1717.0,5765.87070471753
Super built-up  Area,Dodsworth Layout,3.0,99.0,3,1594.0,6210.790464240903
Super built-up  Area,Dodsworth Layout,3.0,115.0,3,1893.0,6075.0132065504495
Super built-up  Area,Dodsworth Layout,2.0,85.0,2,1400.0,6071.428571428572
Plot  Area,Dodsworth Layout,4.0,1824.0,6,30400.0,6000.0
Super built-up  Area,Dollar Scheme Colony,6.0,310.0,4,3563.0,8700.533258490037
Built-up  Area,Dollar Scheme Colony,6.0,310.0,4,3463.0,8951.775916835115
Super built-up  Area,Dollars Colony,4.0,350.0,4,3500.0,10000.0
Super built-up  Area,Dollars Colony,5.0,385.0,4,3100.0,12419.354838709678
Super built-up  Area,Dollars Colony,2.0,65.0,2,1097.0,5925.2506836827715
Built-up  Area,Dollars Colony,3.0,280.0,4,2100.0,13333.333333333334
Super built-up  Area,Dollars Colony,3.0,200.0,3,2000.0,10000.0
Super built-up  Area,Dollars Layout,3.0,88.0,3,1460.0,6027.397260273972
Super built-up  Area,Dollars Layout,3.0,220.0,3,2456.0,8957.654723127036
Super built-up  Area,Domlur,3.0,90.0,3,1540.0,5844.1558441558445
Super built-up  Area,Domlur,2.0,150.0,3,1875.0,8000.0
Super built-up  Area,Domlur,3.0,86.0,3,1429.0,6018.194541637508
Built-up  Area,Domlur,1.0,55.0,1,640.0,8593.75
Super built-up  Area,Domlur,2.0,85.0,2,1050.0,8095.238095238095
Super built-up  Area,Domlur,3.0,150.0,3,1800.0,8333.333333333334
Super built-up  Area,Domlur,3.0,135.0,3,1720.0,7848.837209302325
Super built-up  Area,Domlur,3.0,165.0,3,1950.0,8461.538461538461
Built-up  Area,Domlur,3.0,285.0,3,2180.0,13073.394495412844
Super built-up  Area,Domlur,1.0,70.0,1,650.0,10769.23076923077
Super built-up  Area,Domlur,1.0,70.0,1,780.0,8974.358974358975
Super built-up  Area,Domlur,3.0,285.0,3,2180.0,13073.394495412844
Super built-up  Area,Domlur,3.0,120.0,3,1740.0,6896.551724137931
Built-up  Area,Domlur,3.0,125.0,3,1695.0,7374.6312684365785
Super built-up  Area,Domlur,2.0,95.0,2,1246.0,7624.398073836276
Super built-up  Area,Domlur,3.0,145.0,3,2100.0,6904.761904761905
Super built-up  Area,Domlur,2.0,80.0,2,1276.0,6269.592476489028
Super built-up  Area,Domlur,3.0,180.0,3,1850.0,9729.72972972973
Super built-up  Area,Domlur,3.0,235.0,3,2955.0,7952.622673434857
Built-up  Area,Domlur,3.0,180.0,3,1650.0,10909.09090909091
Plot  Area,Domlur Layout,2.0,160.0,2,900.0,17777.777777777777
Super built-up  Area,Dommasandra,2.0,22.14,2,805.0,2750.3105590062114
Super built-up  Area,Dommasandra,2.0,25.53,3,1033.0,2471.4424007744433
Built-up  Area,Dommasandra,3.0,56.0,3,1267.0,4419.889502762431
Super built-up  Area,Dommasandra,2.0,50.0,2,1200.0,4166.666666666667
Built-up  Area,Dommasandra,3.0,68.0,4,2700.0,2518.5185185185187
Super built-up  Area,Dommasandra,2.0,31.5,3,1033.0,3049.3707647628266
Super built-up  Area,Dommasandra,2.0,43.5,2,1153.0,3772.7666955767563
Plot  Area,Dommasandra,2.0,40.0,2,1500.0,2666.6666666666665
Super built-up  Area,Dommasandra,2.0,43.5,2,1090.0,3990.8256880733943
Super built-up  Area,Dommasandra,2.0,25.4,2,850.0,2988.235294117647
Super built-up  Area,Dommasandra,1.0,19.9,2,674.0,2952.522255192878
Super built-up  Area,Dommasandra,2.0,32.9,2,999.0,3293.293293293293
Super built-up  Area,Doopanahalli,2.0,100.0,3,1340.0,7462.686567164179
Built-up  Area,Doopanahalli,3.0,199.0,3,2250.0,8844.444444444445
Carpet  Area,Doopanahalli,3.0,150.0,3,1625.0,9230.76923076923
Super built-up  Area,Dooravani Nagar,3.0,105.0,3,1596.0,6578.9473684210525
Built-up  Area,Dooravani Nagar,3.0,95.0,3,1596.0,5952.380952380952
Super built-up  Area,Dooravani Nagar,3.0,115.0,3,1570.0,7324.84076433121
Super built-up  Area,Dr Shivarama Karantha Nagar,2.0,65.0,3,1500.0,4333.333333333333
Super built-up  Area,Dr Shivarama Karantha Nagar,2.0,54.0,2,1200.0,4500.0
Plot  Area,Dwarka Nagar,3.0,95.75,3,1200.0,7979.166666666667
Built-up  Area,"ECC Road, Whitefield, ",2.0,67.0,2,1132.0,5918.727915194347
Super built-up  Area,EPIP Zone,5.0,102.0,3,1499.0,6804.536357571715
Super built-up  Area,EPIP Zone,2.0,82.0,2,1285.0,6381.322957198444
Super built-up  Area,EPIP Zone,3.0,162.0,3,2330.0,6952.789699570815
Super built-up  Area,EPIP Zone,2.0,92.5,2,1330.0,6954.887218045113
Super built-up  Area,EPIP Zone,2.0,86.98,2,1330.0,6539.849624060151
Super built-up  Area,EPIP Zone,2.0,93.36,2,1330.0,7019.548872180451
Super built-up  Area,EPIP Zone,3.0,102.0,3,1500.0,6800.0
Built-up  Area,EPIP Zone,2.0,69.0,2,1280.0,5390.625
Built-up  Area,EPIP Zone,2.0,65.0,2,1125.0,5777.777777777777
Super built-up  Area,EPIP Zone,3.0,125.0,3,1734.0,7208.76585928489
Super built-up  Area,EPIP Zone,5.0,225.0,4,3360.0,6696.428571428572
Super built-up  Area,EPIP Zone,2.0,86.0,2,1343.0,6403.574087862993
Super built-up  Area,EPIP Zone,4.0,163.0,3,2350.0,6936.170212765957
Super built-up  Area,EPIP Zone,3.0,130.0,3,1860.0,6989.247311827957
Super built-up  Area,EPIP Zone,3.0,165.0,3,2210.0,7466.06334841629
Super built-up  Area,EPIP Zone,3.0,177.0,3,2710.0,6531.365313653137
Super built-up  Area,EPIP Zone,5.0,221.0,4,3360.0,6577.380952380952
Built-up  Area,Ejipura,3.0,110.0,3,1650.0,6666.666666666667
Super built-up  Area,Ejipura,2.0,70.0,2,1190.0,5882.35294117647
Super built-up  Area,Ejipura,3.0,135.0,3,2070.0,6521.739130434783
Super built-up  Area,Ejipura,3.0,95.0,3,1600.0,5937.5
Built-up  Area,Ejipura,2.0,75.0,2,1210.0,6198.347107438017
Super built-up  Area,Electronic City,1.0,23.1,2,660.0,3500.0
Super built-up  Area,Electronic City,2.0,47.0,3,1025.0,4585.365853658536
Super built-up  Area,Electronic City,2.0,28.88,2,1000.0,2888.0
Super built-up  Area,Electronic City,2.0,45.9,3,1530.0,3000.0
Super built-up  Area,Electronic City,2.0,64.5,3,1500.0,4300.0
Built-up  Area,Electronic City,2.0,60.0,2,1060.0,5660.377358490566
Super built-up  Area,Electronic City,2.0,64.5,2,1152.0,5598.958333333333
Super built-up  Area,Electronic City,2.0,56.0,3,1350.0,4148.148148148148
Built-up  Area,Electronic City,1.0,36.0,2,770.0,4675.324675324675
Super built-up  Area,Electronic City,2.0,52.0,2,1070.0,4859.813084112149
Built-up  Area,Electronic City,2.0,46.0,2,1025.0,4487.804878048781
Super built-up  Area,Electronic City,1.0,27.0,1,589.0,4584.040747028863
Built-up  Area,Electronic City,2.0,42.0,2,1100.0,3818.181818181818
Super built-up  Area,Electronic City,2.0,40.0,2,910.0,4395.604395604396
Super built-up  Area,Electronic City,2.0,63.0,2,1108.0,5685.9205776173285
Super built-up  Area,Electronic City,2.0,65.0,2,1128.0,5762.41134751773
Super built-up  Area,Electronic City,3.0,95.0,3,1800.0,5277.777777777777
Built-up  Area,Electronic City,1.0,34.65,1,630.0,5500.0
Super built-up  Area,Electronic City,2.0,63.0,2,1128.0,5585.106382978724
Super built-up  Area,Electronic City,3.0,99.0,3,1599.0,6191.369606003753
Built-up  Area,Electronic City,2.0,32.49,2,1125.0,2888.0
Super built-up  Area,Electronic City,2.0,42.0,2,1094.0,3839.1224862888484
Super built-up  Area,Electronic City,2.0,55.0,2,1070.0,5140.186915887851
Super built-up  Area,Electronic City,2.0,41.0,2,940.0,4361.702127659574
Built-up  Area,Electronic City,2.0,38.13,3,1320.0,2888.636363636364
Super built-up  Area,Electronic City,2.0,68.75,2,1128.0,6094.858156028369
Super built-up  Area,Electronic City,2.0,73.3,2,1342.0,5461.997019374068
Super built-up  Area,Electronic City,2.0,71.0,3,1360.0,5220.588235294118
Super built-up  Area,Electronic City,2.0,29.0,2,880.0,3295.4545454545455
Super built-up  Area,Electronic City,2.0,56.93,2,1265.0,4500.395256916996
Super built-up  Area,Electronic City,2.0,102.0,3,1691.0,6031.933767001774
Super built-up  Area,Electronic City,2.0,65.49,2,1128.0,5805.851063829787
Built-up  Area,Electronic City,3.0,62.0,3,1620.0,3827.1604938271603
Super built-up  Area,Electronic City,2.0,16.0,2,710.0,2253.521126760563
Super built-up  Area,Electronic City,2.0,56.1,2,1070.0,5242.990654205608
Plot  Area,Electronic City,4.0,120.0,4,2000.0,6000.0
Built-up  Area,Electronic City,2.0,45.0,2,890.0,5056.179775280899
Super built-up  Area,Electronic City,2.0,65.65,2,1128.0,5820.035460992909
Built-up  Area,Electronic City,2.0,42.0,2,865.0,4855.491329479769
Built-up  Area,Electronic City,2.0,32.64,2,1130.0,2888.495575221239
Super built-up  Area,Electronic City,2.0,42.0,2,910.0,4615.384615384615
Super built-up  Area,Electronic City,2.0,37.5,2,975.0,3846.153846153846
Built-up  Area,Electronic City,2.0,75.0,3,1360.0,5514.705882352941
Super built-up  Area,Electronic City,1.0,40.0,2,770.0,5194.805194805195
Super built-up  Area,Electronic City,2.0,64.0,2,1128.0,5673.758865248227
Super built-up  Area,Electronic City,2.0,54.0,2,1070.0,5046.728971962617
Built-up  Area,Electronic City,2.0,29.6,2,1025.0,2887.8048780487807
Super built-up  Area,Electronic City,3.0,89.0,3,1571.0,5665.1814131126675
Super built-up  Area,Electronic City,3.0,50.0,3,1111.0,4500.450045004501
Super built-up  Area,Electronic City,2.0,39.5,2,870.0,4540.229885057472
Super built-up  Area,Electronic City,2.0,34.0,2,921.0,3691.6395222584147
Super built-up  Area,Electronic City,2.0,72.0,3,1374.0,5240.174672489083
Super built-up  Area,Electronic City,2.0,45.0,2,1100.0,4090.909090909091
Super built-up  Area,Electronic City,2.0,65.35,2,1128.0,5793.439716312056
Super built-up  Area,Electronic City,2.0,65.0,2,1128.0,5762.41134751773
Super built-up  Area,Electronic City,1.0,34.0,2,755.0,4503.311258278146
Built-up  Area,Electronic City,2.0,35.24,3,1220.0,2888.5245901639346
Plot  Area,Electronic City,5.0,150.0,4,4000.0,3750.0
Super built-up  Area,Electronic City,2.0,40.0,2,1100.0,3636.3636363636365
Super built-up  Area,Electronic City,3.0,91.84,3,1563.0,5875.879718490083
Super built-up  Area,Electronic City,3.0,70.0,3,1652.0,4237.28813559322
Super built-up  Area,Electronic City,2.0,22.0,2,1000.0,2200.0
Super built-up  Area,Electronic City,2.0,54.5,2,1025.0,5317.073170731707
Super built-up  Area,Electronic City,2.0,46.0,2,1070.0,4299.065420560748
Super built-up  Area,Electronic City,3.0,58.0,3,1350.0,4296.2962962962965
Super built-up  Area,Electronic City,2.0,25.0,2,1000.0,2500.0
Built-up  Area,Electronic City,2.0,29.46,2,1020.0,2888.235294117647
Super built-up  Area,Electronic City,3.0,75.0,3,1700.0,4411.764705882353
Super built-up  Area,Electronic City,2.0,48.0,3,1400.0,3428.5714285714284
Super built-up  Area,Electronic City,2.0,68.0,2,1128.0,6028.368794326241
Built-up  Area,Electronic City,1.0,35.0,1,700.0,5000.0
Super built-up  Area,Electronic City,2.0,70.5,3,1360.0,5183.823529411765
Super built-up  Area,Electronic City,2.0,38.0,2,1150.0,3304.3478260869565
Super built-up  Area,Electronic City,3.0,105.0,3,1571.0,6683.64099299809
Built-up  Area,Electronic City,2.0,31.49,2,1090.0,2888.9908256880735
Super built-up  Area,Electronic City,2.0,45.0,2,1089.0,4132.231404958678
Super built-up  Area,Electronic City,2.0,40.0,2,1110.0,3603.6036036036035
Built-up  Area,Electronic City,3.0,104.0,3,1600.0,6500.0
Built-up  Area,Electronic City,2.0,32.63,2,1130.0,2887.610619469027
Built-up  Area,Electronic City,2.0,100.0,3,1500.0,6666.666666666667
Super built-up  Area,Electronic City,2.0,55.0,3,1440.0,3819.4444444444443
Super built-up  Area,Electronic City,2.0,44.0,3,1156.0,3806.2283737024222
Built-up  Area,Electronic City,2.0,40.44,3,1400.0,2888.5714285714284
Super built-up  Area,Electronic City,2.0,65.0,2,1152.0,5642.361111111111
Super built-up  Area,Electronic City,2.0,60.0,2,1070.0,5607.476635514019
Super built-up  Area,Electronic City,2.0,65.5,2,1128.0,5806.737588652482
Super built-up  Area,Electronic City,2.0,59.0,2,1200.0,4916.666666666667
Super built-up  Area,Electronic City,2.0,65.75,2,1152.0,5707.465277777777
Super built-up  Area,Electronic City,3.0,45.03,3,1225.0,3675.918367346939
Super built-up  Area,Electronic City,2.0,55.0,2,1070.0,5140.186915887851
Super built-up  Area,Electronic City,2.0,58.0,2,1060.0,5471.698113207547
Super built-up  Area,Electronic City,2.0,54.1,2,1025.0,5278.048780487805
Super built-up  Area,Electronic City,2.0,35.0,3,1105.0,3167.420814479638
Super built-up  Area,Electronic City,1.0,18.0,2,660.0,2727.2727272727275
Super built-up  Area,Electronic City,1.0,15.0,2,660.0,2272.7272727272725
Super built-up  Area,Electronic City,2.0,41.0,2,1000.0,4100.0
Super built-up  Area,Electronic City,2.0,78.0,3,1500.0,5200.0
